NOMBRE;DEPORTE;TIPO;FECHA;PAIS;LUGAR;;
NATACION;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;PEREIRA;;
NATACION;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;CÃšCUTA;;
NATACION;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;BARRANQUILLA;;
NATACION;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;CÃšCUTA;;
NATACION;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;BOGOTÃ;;
NATACION;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;MEDELLÃN;;
PATINAJE;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;CUNDINAMARCA;;
PATINAJE;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;6/01/2016 0:00;ITALIA;ASIAGO - ROANA;;
PATINAJE;OTRO INTERNACIONAL;OTRO INTERNACIONAL;6/01/2016 0:00;ITALIA;MISSANO Y TRIETE;;
PATINAJE;OTRO INTERNACIONAL;OTRO INTERNACIONAL;6/01/2016 0:00;BRASIL;POR DEFINIR;;
RUGBY;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;A DEFINIR;;
SAMBO;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;CALI;;
SAMBO;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;CALI;;
SQUASH;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;LIGA DE SQUASH DE META;;
TAEKWONDO;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;BOGOTÃ;;
TEJO;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;VILLAVICENCIO;;
TENIS;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;IBAGUE;;
TENIS;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;MANIZALES;;
TENIS;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;ARMENIA;;
TENIS;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;PEREIRA;;
TENIS DE MESA;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;6/01/2016 0:00;JAPON;TOKIO;;
TENIS DE MESA;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;MEDELLIN;;
TIRO;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;POPAYAN;;
TIRO;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;BOGOTÃ;;
TIRO;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;NILO;;
VELA;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;6/01/2016 0:00;PORTUGAL;;;
VELA;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;VILLAVICENCIO;;
VOLEIBOL;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;SANTANDER;;
VOLEIBOL;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;SANTANDER;;
VOLEIBOL;INTERNACIONAL;INTERNACIONAL;6/01/2016 0:00;COLOMBIA;CALI;;
VOLEIBOL;INTERNACIONAL;INTERNACIONAL;6/01/2016 0:00;POR DEFINIR;POR DEFINIR;;
VOLEIBOL;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;POR DEFINIR;;
VOLEIBOL;INTERNACIONAL;INTERNACIONAL;6/01/2016 0:00;COLOMBIA;CARTAGENA;;
VOLEIBOL;NACIONAL;NACIONAL;6/01/2016 0:00;COLOMBIA;PEREIRA;;
VOLEIBOL;INTERNACIONAL;INTERNACIONAL;6/01/2016 0:00;PERÃš;LIMA;;
ACTIVIDADES SUBACUATICAS;INTERNACIONAL;INTERNACIONAL;05/28/2016 12:00:00 AM;MODENA;ITALIA;;
BOXEO;CAMPEONATO LATINOAMERICANO;CAMPEONATO LATINOAMERICANO;05/28/2016 12:00:00 AM;PUERTO RICO;CAGUAS;;
ECUESTRE;NACIONAL;NACIONAL;05/28/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
ECUESTRE;NACIONAL;NACIONAL;05/28/2016 12:00:00 AM;COLOMBIA;VILLA DE LEYVA CUND;;
AJEDREZ;OTRO INTERNACIONAL;OTRO INTERNACIONAL;05/27/2016 12:00:00 AM;EL SALVADOR;EL SALVADOR;;
AJEDREZ;NACIONAL;NACIONAL;05/27/2016 12:00:00 AM;COLOMBIA;PEREIRA;;
BRIDGE;NACIONAL;NACIONAL;05/27/2016 12:00:00 AM;COLOMBIA;MEDELLIN;;
BOXEO;CAMPEONATO CENTROAMERICANO;CAMPEONATO CENTROAMERICANO;05/26/2016 12:00:00 AM;CUBA;LA HABANA;;
AJEDREZ;NACIONAL;NACIONAL;05/25/2016 12:00:00 AM;COLOMBIA;FECODAZ/BOGOTÃ;;
ECUESTRE;NACIONAL;NACIONAL;05/25/2016 12:00:00 AM;COLOMBIA;CUND;;
FUTBOL DE SALON;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;05/23/2016 12:00:00 AM;COLOMBIA;CALI;;
BRIDGE;NACIONAL;NACIONAL;05/22/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
BRIDGE;NACIONAL;NACIONAL;05/21/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
ESGRIMA;CALENDARIO NACIONAL;CALENDARIO NACIONAL;05/20/2016 12:00:00 AM;COLOMBIA;POR ASIGNAR;;
AJEDREZ;NACIONAL;NACIONAL;05/19/2016 12:00:00 AM;COLOMBIA;BOGOTÃ;;
ECUESTRE;NACIONAL;NACIONAL;05/19/2016 12:00:00 AM;COLOMBIA;COTA CUNDINAMARCA PUEBLO VIEJO;;
BOXEO;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;05/16/2016 12:00:00 AM;KAZAJISTAN;ASTANA;;
ESQUI;;;05/14/2016 12:00:00 AM;COLOMBIA;CUNDINAMARCA;;
BEISBOL;NACIONAL;NACIONAL;05/13/2016 12:00:00 AM;COLOMBIA;CALI;;
BOXEO;EVENTO DEL CICLO OLÃMPICO;EVENTO DEL CICLO OLÃMPICO;05/13/2016 12:00:00 AM;SOFIA;BULGARIA;;
AJEDREZ;NACIONAL;NACIONAL;5/12/2016 0:00;COLOMBIA;SANTANDER;;
BRIDGE;NACIONAL;NACIONAL;5/07/2016 0:00;COLOMBIA;BOGOTA;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;5/06/2016 0:00;COLOMBIA;PEREIRA;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;5/06/2016 0:00;COLOMBIA;CALI;;
GIMNASIA;NACIONAL;NACIONAL;5/06/2016 0:00;COLOMBIA;CUCUTA;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;5/05/2016 0:00;COLOMBIA;PEREIRA;;
ACTIVIDADES SUBACUATICAS;INTERNACIONAL;INTERNACIONAL;5/05/2016 0:00;ROMA;ITALIA;;
AJEDREZ;NACIONAL;NACIONAL;5/04/2016 0:00;COLOMBIA;CARTAGENA;;
ECUESTRE;NACIONAL;NACIONAL;5/03/2016 0:00;COLOMBIA;CALI;;
BAILE DEPORTIVO;WOOPERTTAL;WOOPERTTAL;5/02/2016 0:00;WOOPERTAL;WOOPERTAL;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;SAN ANDRES ISLAS;;
ARQUERIA;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;CALI;;
AUTOMOVILISMO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;CAVASA - CALI;;
AUTOMOVILISMO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;CAVASA - CALI;;
AUTOMOVILISMO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;TUNJA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;5/01/2016 0:00;;POR DEFINIR;;
BALONCESTO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BOGOTA;;
BALONCESTO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;MEDELLIN;;
GIMNASIA;COPA MUNDO;COPA MUNDO;5/01/2016 0:00;BRASIL;SAO PAULO;;
GIMNASIA;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BOGOTA;;
GOLF;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BOGOTÃ;;
GOLF;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BOGOTA;;
GOLF;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;NEIVA;;
GOLF;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;MEDELLIN;;
GOLF;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;COLOMBIA;;
GOLF;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BOGOTA;;
GOLF;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BOGOTÃ;;
GOLF;OTRO INTERNACIONAL;OTRO INTERNACIONAL;5/01/2016 0:00;PUERTO RICO;SAN JUAN PTO RICO;;
HAPKIDO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BOGOTÃ D.C.;;
HAPKIDO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BOGOTÃ D.C.;;
JIUJITSU;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BOGOTÃ;;
JUDO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;CALI;;
JUDO;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;5/01/2016 0:00;AZERBAIYAN;BAKU;;
JUDO;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;5/01/2016 0:00;KAZAJISTAN;ALMATY;;
JUDO;CAMPEONATO PANAMERICANO;CAMPEONATO PANAMERICANO;5/01/2016 0:00;MEXICO;;;
KARATE;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;CALI;;
KARATE;CAMPEONATO PANAMERICANO;CAMPEONATO PANAMERICANO;5/01/2016 0:00;BRASIL;RIO JANEIRO;;
LUCHA;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;PEREIRA-RISARALDA;;
LUCHA;EVENTO DEL CICLO OLÃMPICO;EVENTO DEL CICLO OLÃMPICO;5/01/2016 0:00;TURQUIA;ESTAMBUL;;
LUCHA;OTRO INTERNACIONAL;OTRO INTERNACIONAL;5/01/2016 0:00;RUSIA;MAKHACHKALA-DAGESTAN;;
LUCHA;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;5/01/2016 0:00;ALEMANIA;DORMAGEN;;
LUCHA;OTRO INTERNACIONAL;OTRO INTERNACIONAL;5/01/2016 0:00;ITALIA;SASSARI;;
MOTOCICLISMO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;IBAGUE;;
MOTOCICLISMO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;MANIZALES;;
MOTOCICLISMO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;NEIVA;;
MOTONAUTICA;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;PRADO - TOLIMA;;
MOTONAUTICA;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;MONTERIA;;
NATACION;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;CALI;;
NATACION;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;5/01/2016 0:00;USA;CHARLOTTE;;
PATINAJE;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BOGOTA;;
PATINAJE;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;MANIZALES;;
PATINAJE;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;CALI;;
PATINAJE;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BARRANQUILLA;;
PATINAJE;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BOGOTA, MANIZALEZ, MEDELLIN, BARRANQUILLA, CALI;;
PATINAJE;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;OTRO INTERNACIONAL;OTRO INTERNACIONAL;5/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;CAMPEONATO PANAMERICANO;CAMPEONATO PANAMERICANO;5/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BOGOTA;;
PATINAJE;OTRO INTERNACIONAL;OTRO INTERNACIONAL;5/01/2016 0:00;ALEMANIA;;;
SAMBO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;CALI;;
SAMBO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;CALI;;
SAMBO;CAMPEONATO PANAMERICANO;CAMPEONATO PANAMERICANO;5/01/2016 0:00;BRASIL;RIO DE JANEIRO;;
SQUASH;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;LIGA DE SQUASH DE ANTIOQUIA-COUNTRY EJECUTIVOS;;
TAEKWONDO;OTRO INTERNACIONAL;OTRO INTERNACIONAL;5/01/2016 0:00;COLOMBIA;MEDELLÃN;;
TEJO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;CARTAGENA;;
TENIS;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;5/01/2016 0:00;PARAGUAY;X DEFINIR;;
TENIS;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BOGOTA;;
TENIS;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;YOPAL;;
TENIS;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;CALI;;
TENIS DE MESA;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BOGOTA;;
TIRO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;CALI;;
TIRO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;CUNDINAMARCA;;
TIRO;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;PAIPA;;
VELA;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;TOMINE;;
VELA;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BUGA;;
VOLEIBOL;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;POR DEFINIR;;
VOLEIBOL;INTERNACIONAL;INTERNACIONAL;5/01/2016 0:00;MEXICO;CULIACAN SINALOA;;
VOLEIBOL;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;POR DEFINIR;;
VOLEIBOL;INTERNACIONAL;INTERNACIONAL;5/01/2016 0:00;POR DEFINIR;POR DEFINIR;;
VOLEIBOL;INTERNACIONAL;INTERNACIONAL;5/01/2016 0:00;AUSTRALIA;SIDNEY;;
WUSHU;NACIONAL;NACIONAL;5/01/2016 0:00;COLOMBIA;BOGOTÃ, CUNDINAMARCA;;
ACTIVIDADES SUBACUATICAS;INTERNACIONAL;INTERNACIONAL;04/30/2016 12:00:00 AM;TURQUIA;GEBZE KOCAELI;;
BRIDGE;NACIONAL;NACIONAL;04/29/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
ECUESTRE;NACIONAL;NACIONAL;04/29/2016 12:00:00 AM;COLOMBIA;CALI;;
AJEDREZ;NACIONAL;NACIONAL;04/28/2016 12:00:00 AM;COLOMBIA;CARTAGENA;;
ECUESTRE;NACIONAL;NACIONAL;04/28/2016 12:00:00 AM;COLOMBIA;DUITAMA BONZA;;
GIMNASIA;NACIONAL;NACIONAL;04/28/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
BRIDGE;NACIONAL;NACIONAL;04/24/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
ESGRIMA;CALENDARIO NACIONAL;CALENDARIO NACIONAL;04/23/2016 12:00:00 AM;COLOMBIA;POR ASIGNAR;;
FUTBOL DE SALON;CALENDARIO NACIONAL;CALENDARIO NACIONAL;04/23/2016 12:00:00 AM;COLOMBIA;POR DEFINIR;;
BRIDGE;NACIONAL;NACIONAL;04/22/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
AJEDREZ;NACIONAL;NACIONAL;04/21/2016 12:00:00 AM;COLOMBIA;MEDELLIN;;
GIMNASIA;NACIONAL;NACIONAL;04/21/2016 12:00:00 AM;COLOMBIA;CALI;;
ECUESTRE;NACIONAL;NACIONAL;04/20/2016 12:00:00 AM;COLOMBIA;MEDELLIN;;
ECUESTRE;NACIONAL;NACIONAL;04/20/2016 12:00:00 AM;COLOMBIA;BOGOTA;;
ECUESTRE;NACIONAL;NACIONAL;04/20/2016 12:00:00 AM;COLOMBIA;MEDELLIN;;
AJEDREZ;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;04/18/2016 12:00:00 AM;GRECIA;HALKIDIKI;;
ESGRIMA;CALENDARIO INTERNACIONAL;CALENDARIO INTERNACIONAL;04/16/2016 12:00:00 AM;COSTA RICA;SAN JOSE;;
ESQUI;;;04/16/2016 12:00:00 AM;COLOMBIA;CUNDINAMARCA;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;04/15/2016 12:00:00 AM;COLOMBIA;MEDELLÃN;;
BEISBOL;NACIONAL;NACIONAL;04/15/2016 12:00:00 AM;COLOMBIA;MONTERIA;;
ECUESTRE;NACIONAL;NACIONAL;04/15/2016 12:00:00 AM;COLOMBIA;BOGOTA BACATA;;
AJEDREZ;NACIONAL;NACIONAL;04/14/2016 12:00:00 AM;COLOMBIA;IBAGUÃ‰;;
GIMNASIA;OTRO INTERNACIONAL;OTRO INTERNACIONAL;4/12/2016 0:00;BRASIL;RIO DE JANERIO;;
BOXEO;CAMPEONATO MUNDIAL;CAMPEONATO MUNDIAL;4/11/2016 0:00;BOLIVIA;SANTA CRUZ DE LA SIERRA;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;4/08/2016 0:00;COLOMBIA;POPAYÃN;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;4/04/2016 0:00;COLOMBIA;CALI;;
FUTBOL DE SALON;CALENDARIO NACIONAL;CALENDARIO NACIONAL;4/04/2016 0:00;COLOMBIA;POR DEFINIR;;
GIMNASIA;COPA MUNDO;COPA MUNDO;4/04/2016 0:00;USA;AVERETT;;
ESGRIMA;CALENDARIO NACIONAL;CALENDARIO NACIONAL;4/03/2016 0:00;COLOMBIA;POR ASIGNAR;;
ACTIVIDADES SUBACUATICAS;INTERNACIONAL;INTERNACIONAL;4/02/2016 0:00;FRANCIA;AIX EN PROVENCE;;
BAILE DEPORTIVO;ENCUENTRO NACIONAL DE FOLCLORE DEPORTIVO;ENCUENTRO NACIONAL DE FOLCLORE DEPORTIVO;4/02/2016 0:00;ARMENIA;ARMENIA;;
ACTIVIDADES SUBACUATICAS;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;BUENAVENTURA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;CAVASA - CALI;;
AUTOMOVILISMO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;LAGUNA SECA - CHIA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;AUTODROMO DE TOCANCIPA;;
AUTOMOVILISMO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;CAVASA - CALI;;
BALONCESTO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;CALI;;
ECUESTRE;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;LA CALERA;;
FUTBOL DE SALON;CAPACITACIÃ“N;CAPACITACIÃ“N;4/01/2016 0:00;COLOMBIA;BOGOTÃ;;
FUTBOL DE SALON;CAPACITACIÃ“N;CAPACITACIÃ“N;4/01/2016 0:00;PARAGUAY;ASUNCIÃ“N;;
FUTBOL DE SALON;CAPACITACIÃ“N;CAPACITACIÃ“N;4/01/2016 0:00;COLOMBIA;BOGOTÃ;;
GIMNASIA;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;POR DEFINIR;;
GIMNASIA;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;POR DEFINIR;;
GOLF;OTRO INTERNACIONAL;OTRO INTERNACIONAL;4/01/2016 0:00;COLOMBIA;CARTAGENA;;
GOLF;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;B/QUILLA;;
GOLF;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;CARTAGENA;;
GOLF;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;BOGOTÃ;;
GOLF;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;BUCARAMANGA;;
HAPKIDO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;CALI;;
JIUJITSU;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;AGUA DE DIOS;;
JIUJITSU;OPEN INTERNACIONAL;OPEN INTERNACIONAL;4/01/2016 0:00;FRANCIA;PARIS;;
JUDO;GRAN PRIX INTERNACIONAL;GRAN PRIX INTERNACIONAL;4/01/2016 0:00;TURQUIA;;;
JUDO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;PEREIRA;;
JUDO;OPEN INTERNACIONAL;OPEN INTERNACIONAL;4/01/2016 0:00;REP DOMINICANA;STO DOMINGO;;
JUDO;OTRO INTERNACIONAL;OTRO INTERNACIONAL;4/01/2016 0:00;POR DEFINIR;;;
JUDO;CAMPEONATO PANAMERICANO;CAMPEONATO PANAMERICANO;4/01/2016 0:00;CUBA;HABANA;;
KARATE;CAMPEONATO CENTROAMERICANO;CAMPEONATO CENTROAMERICANO;4/01/2016 0:00;MEXICO;PUEBLA;;
LUCHA;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;CARTAGENA-BOLIVAR;;
LUCHA;EVENTO DEL CICLO OLÃMPICO;EVENTO DEL CICLO OLÃMPICO;4/01/2016 0:00;MONGOLIA;ULAANBAATAR;;
MOTOCICLISMO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;GIRARDOT;;
MOTOCICLISMO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;CUCUNUBA;;
MOTOCICLISMO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;PEREIRA;;
MOTOCICLISMO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;IBAGUE;;
MOTOCICLISMO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;TOCANCIPA;;
MOTONAUTICA;MUNDIAL;MUNDIAL;4/01/2016 0:00;MEXICO;VERACRUZ;;
NATACION;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;BOGOTÃ;;
NATACION;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;GUATAPÃ‰;;
NATACION;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;4/01/2016 0:00;COLOMBIA;MEDELLÃN;;
NATACION;CAMPEONATO IBEROAMERICANO;CAMPEONATO IBEROAMERICANO;4/01/2016 0:00;COLOMBIA;CALI;;
PATINAJE;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;OTRO INTERNACIONAL;OTRO INTERNACIONAL;4/01/2016 0:00;COLOMBIA;POR DEFINIR;;
;;;09/24/2015 12:00:00 AM;Colombia;MEDELLIN;;
PATINAJE;OTRO INTERNACIONAL;OTRO INTERNACIONAL;4/01/2016 0:00;ALEMANIA;GEINSERGER;;
PATINAJE;OTRO INTERNACIONAL;OTRO INTERNACIONAL;4/01/2016 0:00;ALEMANIA;GROSS GERAU;;
PATINAJE;OTRO INTERNACIONAL;OTRO INTERNACIONAL;4/01/2016 0:00;HOLANDA;HEERDER;;
PATINAJE;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;BOGOTA;;
PATINAJE;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;POR DEFINIR;;
PATINAJE;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;POR DEFINIR;;
RUGBY;OTRO INTERNACIONAL;OTRO INTERNACIONAL;4/01/2016 0:00;ESTADOS UNIDOS;ATLANTA;;
SAMBO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;CALI;;
SQUASH;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;LIGA DE SQUASH DE VALLE;;
TEJO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;MANIZALES;;
TEJO;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;POPAYAN;;
TENIS;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;MANIZALES;;
TENIS;OTRO INTERNACIONAL;OTRO INTERNACIONAL;4/01/2016 0:00;COLOMBIA;BOGOTA;;
TENIS;CAMPEONATO SURAMERICANO;CAMPEONATO SURAMERICANO;4/01/2016 0:00;BOLIVIA;LA PAZ;;
TENIS;NACIONAL;NACIONAL;4/01/2016 0:00;COLOMBIA;PEREIRA;;
